date,region,resource_type,usage_cpu,usage_storage,users_active
23-02-2023,West US,Container,69,833,329
23-02-2023,North Europe,VM,58,1010,492
23-02-2023,North Europe,Storage,69,781,484
23-02-2023,North Europe,Container,50,618,234
23-02-2023,Southeast Asia,VM,55,984,444
23-02-2023,Southeast Asia,Storage,54,1684,378
23-02-2023,Southeast Asia,Container,63,1535,475
24-02-2023,East US,VM,99,1739,450
24-02-2023,East US,Storage,92,625,416
24-02-2023,East US,Container,99,1708,238
24-02-2023,West US,VM,80,1707,377
24-02-2023,West US,Storage,72,1951,493
24-02-2023,West US,Container,69,650,325
24-02-2023,North Europe,VM,94,807,433
24-02-2023,North Europe,Storage,57,1864,328
24-02-2023,North Europe,Container,57,1168,204
24-02-2023,Southeast Asia,VM,96,585,374
24-02-2023,Southeast Asia,Storage,83,1716,318
24-02-2023,Southeast Asia,Container,75,926,313
25-02-2023,East US,VM,67,1668,225
25-02-2023,East US,Storage,57,802,431
25-02-2023,East US,Container,98,1087,488
25-02-2023,West US,VM,50,1670,486
25-02-2023,West US,Storage,65,1576,268
25-02-2023,West US,Container,90,1743,391
25-02-2023,North Europe,VM,55,1074,272
25-02-2023,North Europe,Storage,82,1612,375
25-02-2023,North Europe,Container,62,1084,444
25-02-2023,Southeast Asia,VM,62,1682,297
25-02-2023,Southeast Asia,Storage,87,993,331
25-02-2023,Southeast Asia,Container,87,518,281
26-02-2023,East US,VM,62,1500,478
26-02-2023,East US,Storage,68,1888,328
26-02-2023,East US,Container,73,1321,288
26-02-2023,West US,VM,70,1588,275
26-02-2023,West US,Storage,56,642,292
26-02-2023,West US,Container,74,1940,423
26-02-2023,North Europe,VM,98,790,301
26-02-2023,North Europe,Storage,75,1790,309
26-02-2023,North Europe,Container,63,1341,464
26-02-2023,Southeast Asia,VM,52,584,481
26-02-2023,Southeast Asia,Storage,57,1315,316
26-02-2023,Southeast Asia,Container,78,1677,352
27-02-2023,East US,VM,61,1656,492
27-02-2023,East US,Storage,64,1823,427
27-02-2023,East US,Container,64,542,220
27-02-2023,West US,VM,72,1118,316
27-02-2023,West US,Storage,64,1292,491
27-02-2023,West US,Container,60,550,470
27-02-2023,North Europe,VM,53,1288,340
27-02-2023,North Europe,Storage,71,1286,489
27-02-2023,North Europe,Container,63,1463,251
27-02-2023,Southeast Asia,VM,95,1250,355
27-02-2023,Southeast Asia,Storage,84,1667,305
27-02-2023,Southeast Asia,Container,85,1169,345
28-02-2023,East US,VM,51,1088,331
28-02-2023,East US,Storage,75,1868,462
28-02-2023,East US,Container,80,1631,273
28-02-2023,West US,VM,88,1408,358
28-02-2023,West US,Storage,56,1458,440
28-02-2023,West US,Container,91,944,497
28-02-2023,North Europe,VM,85,1607,462
28-02-2023,North Europe,Storage,50,1695,372
28-02-2023,North Europe,Container,91,1058,340
28-02-2023,Southeast Asia,VM,71,1641,476
28-02-2023,Southeast Asia,Storage,71,1743,225
28-02-2023,Southeast Asia,Container,58,509,320
01-03-2023,East US,VM,91,1083,351
01-03-2023,East US,Storage,65,1572,353
01-03-2023,East US,Container,76,1816,267
01-03-2023,West US,VM,99,1163,218
01-03-2023,West US,Storage,85,1583,366
01-03-2023,West US,Container,59,1356,345
01-03-2023,North Europe,VM,68,1492,441
01-03-2023,North Europe,Storage,54,1186,248
01-03-2023,North Europe,Container,84,1631,425
01-03-2023,Southeast Asia,VM,82,1130,348
01-03-2023,Southeast Asia,Storage,66,1161,492
01-03-2023,Southeast Asia,Container,64,918,359
02-03-2023,East US,VM,60,1149,277
02-03-2023,East US,Storage,62,1008,453
02-03-2023,East US,Container,74,1269,490
02-03-2023,West US,VM,56,1897,324
02-03-2023,West US,Storage,88,958,479
02-03-2023,West US,Container,95,1741,301
02-03-2023,North Europe,VM,91,787,366
02-03-2023,North Europe,Storage,94,1505,235
02-03-2023,North Europe,Container,89,852,363
02-03-2023,Southeast Asia,VM,52,572,335
02-03-2023,Southeast Asia,Storage,82,1593,395
02-03-2023,Southeast Asia,Container,62,1060,329
03-03-2023,East US,VM,54,927,226
03-03-2023,East US,Storage,81,648,463
03-03-2023,East US,Container,87,566,499
03-03-2023,West US,VM,52,841,329
03-03-2023,West US,Storage,72,1695,457
03-03-2023,West US,Container,87,1732,490
03-03-2023,North Europe,VM,83,1994,485
03-03-2023,North Europe,Storage,57,1161,499
03-03-2023,North Europe,Container,85,952,486
03-03-2023,Southeast Asia,VM,96,1516,407
03-03-2023,Southeast Asia,Storage,91,945,357
03-03-2023,Southeast Asia,Container,65,1535,344
04-03-2023,East US,VM,65,1479,202
04-03-2023,East US,Storage,65,736,478
04-03-2023,East US,Container,77,1126,303
04-03-2023,West US,VM,54,1771,320
04-03-2023,West US,Storage,79,648,283
04-03-2023,West US,Container,55,905,430
04-03-2023,North Europe,VM,81,1684,471
04-03-2023,North Europe,Storage,61,1237,341
04-03-2023,North Europe,Container,85,980,350
04-03-2023,Southeast Asia,VM,99,1248,265
04-03-2023,Southeast Asia,Storage,90,840,457
04-03-2023,Southeast Asia,Container,76,1260,379
05-03-2023,East US,VM,72,1719,461
05-03-2023,East US,Storage,84,905,342
05-03-2023,East US,Container,71,1839,300
05-03-2023,West US,VM,91,511,438
05-03-2023,West US,Storage,98,541,365
05-03-2023,West US,Container,67,1952,490
05-03-2023,North Europe,VM,79,1739,357
05-03-2023,North Europe,Storage,63,633,266
05-03-2023,North Europe,Container,65,1530,213
05-03-2023,Southeast Asia,VM,58,898,362
05-03-2023,Southeast Asia,Storage,51,1358,329
05-03-2023,Southeast Asia,Container,84,1989,405
06-03-2023,East US,VM,69,765,224
06-03-2023,East US,Storage,51,1292,452
06-03-2023,East US,Container,82,663,294
06-03-2023,West US,VM,63,1332,309
06-03-2023,West US,Storage,65,1321,437
06-03-2023,West US,Container,52,982,224
06-03-2023,North Europe,VM,62,1640,224
06-03-2023,North Europe,Storage,64,1696,211
06-03-2023,North Europe,Container,81,627,295
06-03-2023,Southeast Asia,VM,77,1042,219
06-03-2023,Southeast Asia,Storage,67,1488,359
06-03-2023,Southeast Asia,Container,78,542,453
07-03-2023,East US,VM,51,1583,350
07-03-2023,East US,Storage,68,786,204
07-03-2023,East US,Container,68,1277,329
07-03-2023,West US,VM,60,1189,452
07-03-2023,West US,Storage,80,1579,282
07-03-2023,West US,Container,58,1622,348
07-03-2023,North Europe,VM,58,1679,389
07-03-2023,North Europe,Storage,95,1382,462
07-03-2023,North Europe,Container,65,899,451
07-03-2023,Southeast Asia,VM,82,1783,459
07-03-2023,Southeast Asia,Storage,88,1284,300
07-03-2023,Southeast Asia,Container,88,1903,420
08-03-2023,East US,VM,85,623,430
08-03-2023,East US,Storage,99,1586,315
08-03-2023,East US,Container,84,1018,354
08-03-2023,West US,VM,77,1481,213
08-03-2023,West US,Storage,56,1097,332
08-03-2023,West US,Container,51,904,445
08-03-2023,North Europe,VM,87,1160,337
08-03-2023,North Europe,Storage,72,1946,264
08-03-2023,North Europe,Container,62,712,441
08-03-2023,Southeast Asia,VM,94,1736,380
08-03-2023,Southeast Asia,Storage,67,672,359
08-03-2023,Southeast Asia,Container,85,964,387
09-03-2023,East US,VM,60,1202,455
09-03-2023,East US,Storage,75,1009,395
09-03-2023,East US,Container,83,1123,451
09-03-2023,West US,VM,67,1243,426
09-03-2023,West US,Storage,90,1959,241
09-03-2023,West US,Container,70,1053,312
09-03-2023,North Europe,VM,90,691,216
09-03-2023,North Europe,Storage,58,924,328
09-03-2023,North Europe,Container,51,1071,247
09-03-2023,Southeast Asia,VM,78,1620,209
09-03-2023,Southeast Asia,Storage,99,731,476
09-03-2023,Southeast Asia,Container,77,1214,446
10-03-2023,East US,VM,83,1275,413
10-03-2023,East US,Storage,57,1444,278
10-03-2023,East US,Container,66,1455,372
10-03-2023,West US,VM,68,1080,286
10-03-2023,West US,Storage,86,1531,399
10-03-2023,West US,Container,72,542,308
10-03-2023,North Europe,VM,73,1163,216
10-03-2023,North Europe,Storage,54,647,476
10-03-2023,North Europe,Container,89,865,427
10-03-2023,Southeast Asia,VM,60,935,410
10-03-2023,Southeast Asia,Storage,56,998,227
10-03-2023,Southeast Asia,Container,92,941,460
11-03-2023,East US,VM,54,849,207
11-03-2023,East US,Storage,59,1491,419
11-03-2023,East US,Container,66,1746,335
11-03-2023,West US,VM,89,1420,248
11-03-2023,West US,Storage,85,1905,277
11-03-2023,West US,Container,90,668,416
11-03-2023,North Europe,VM,99,648,363
11-03-2023,North Europe,Storage,61,1269,468
11-03-2023,North Europe,Container,81,850,487
11-03-2023,Southeast Asia,VM,81,1391,425
11-03-2023,Southeast Asia,Storage,60,1021,470
11-03-2023,Southeast Asia,Container,66,1435,382
12-03-2023,East US,VM,58,987,323
12-03-2023,East US,Storage,74,1289,412
12-03-2023,East US,Container,93,1811,373
12-03-2023,West US,VM,98,1387,321
12-03-2023,West US,Storage,81,1745,318
12-03-2023,West US,Container,88,996,467
12-03-2023,North Europe,VM,90,1442,217
12-03-2023,North Europe,Storage,70,1920,348
12-03-2023,North Europe,Container,57,801,437
12-03-2023,Southeast Asia,VM,56,1162,435
12-03-2023,Southeast Asia,Storage,81,702,455
12-03-2023,Southeast Asia,Container,71,1161,434
13-03-2023,East US,VM,74,1033,484
13-03-2023,East US,Storage,62,1989,457
13-03-2023,East US,Container,78,712,482
13-03-2023,West US,VM,99,1986,287
13-03-2023,West US,Storage,93,960,477
13-03-2023,West US,Container,92,920,388
13-03-2023,North Europe,VM,82,1195,202
13-03-2023,North Europe,Storage,68,522,229
13-03-2023,North Europe,Container,88,607,480
13-03-2023,Southeast Asia,VM,86,1634,335
13-03-2023,Southeast Asia,Storage,91,1709,343
13-03-2023,Southeast Asia,Container,57,628,460
14-03-2023,East US,VM,52,948,303
14-03-2023,East US,Storage,84,1747,209
14-03-2023,East US,Container,70,801,430
14-03-2023,West US,VM,76,1422,265
14-03-2023,West US,Storage,90,611,212
14-03-2023,West US,Container,58,999,285
14-03-2023,North Europe,VM,91,1101,253
14-03-2023,North Europe,Storage,61,708,213
14-03-2023,North Europe,Container,83,1960,219
14-03-2023,Southeast Asia,VM,60,1514,269
14-03-2023,Southeast Asia,Storage,68,1624,385
14-03-2023,Southeast Asia,Container,53,1904,331
15-03-2023,East US,VM,69,1035,426
15-03-2023,East US,Storage,75,1992,401
15-03-2023,East US,Container,87,1441,459
15-03-2023,West US,VM,94,1543,472
15-03-2023,West US,Storage,56,1015,420
15-03-2023,West US,Container,63,835,385
15-03-2023,North Europe,VM,53,1265,223
15-03-2023,North Europe,Storage,83,1093,358
15-03-2023,North Europe,Container,68,1842,410
15-03-2023,Southeast Asia,VM,71,1163,308
15-03-2023,Southeast Asia,Storage,61,1041,316
15-03-2023,Southeast Asia,Container,80,1367,391
16-03-2023,East US,VM,68,931,372
16-03-2023,East US,Storage,85,1873,382
16-03-2023,East US,Container,98,1706,345
16-03-2023,West US,VM,98,1262,450
16-03-2023,West US,Storage,96,1470,317
16-03-2023,West US,Container,94,660,397
16-03-2023,North Europe,VM,53,1159,439
16-03-2023,North Europe,Storage,96,898,397
16-03-2023,North Europe,Container,96,577,323
16-03-2023,Southeast Asia,VM,60,636,289
16-03-2023,Southeast Asia,Storage,65,1336,260
16-03-2023,Southeast Asia,Container,59,549,458
17-03-2023,East US,VM,62,753,317
17-03-2023,East US,Storage,94,1209,250
17-03-2023,East US,Container,68,1949,234
17-03-2023,West US,VM,95,1421,268
17-03-2023,West US,Storage,78,548,273
17-03-2023,West US,Container,54,855,269
17-03-2023,North Europe,VM,75,1783,325
17-03-2023,North Europe,Storage,88,1818,328
17-03-2023,North Europe,Container,73,1836,299
17-03-2023,Southeast Asia,VM,55,1308,381
17-03-2023,Southeast Asia,Storage,95,1887,387
17-03-2023,Southeast Asia,Container,80,1484,235
18-03-2023,East US,VM,70,1425,305
18-03-2023,East US,Storage,79,1865,419
18-03-2023,East US,Container,56,662,419
18-03-2023,West US,VM,63,1131,381
18-03-2023,West US,Storage,80,704,269
18-03-2023,West US,Container,93,1340,427
18-03-2023,North Europe,VM,92,1095,449
18-03-2023,North Europe,Storage,92,1964,220
18-03-2023,North Europe,Container,53,1189,206
18-03-2023,Southeast Asia,VM,55,1138,359
18-03-2023,Southeast Asia,Storage,60,1671,342
18-03-2023,Southeast Asia,Container,97,698,353
19-03-2023,East US,VM,93,1395,341
19-03-2023,East US,Storage,86,813,220
19-03-2023,East US,Container,67,1654,286
19-03-2023,West US,VM,75,1483,360
19-03-2023,West US,Storage,99,1128,395
19-03-2023,West US,Container,91,1516,285
19-03-2023,North Europe,VM,82,1092,351
19-03-2023,North Europe,Storage,83,527,242
19-03-2023,North Europe,Container,90,922,285
19-03-2023,Southeast Asia,VM,98,1028,297
19-03-2023,Southeast Asia,Storage,55,697,297
19-03-2023,Southeast Asia,Container,50,1341,204
20-03-2023,East US,VM,51,521,311
20-03-2023,East US,Storage,51,1341,297
20-03-2023,East US,Container,65,934,324
20-03-2023,West US,VM,88,1609,275
20-03-2023,West US,Storage,73,1817,258
20-03-2023,West US,Container,59,1110,391
20-03-2023,North Europe,VM,98,1459,231
20-03-2023,North Europe,Storage,56,776,219
20-03-2023,North Europe,Container,75,882,267
20-03-2023,Southeast Asia,VM,95,1383,413
20-03-2023,Southeast Asia,Storage,64,875,431
20-03-2023,Southeast Asia,Container,70,578,413
21-03-2023,East US,VM,77,1281,367
21-03-2023,East US,Storage,77,1549,265
21-03-2023,East US,Container,74,1777,243
21-03-2023,West US,VM,82,1511,426
21-03-2023,West US,Storage,55,1178,478
21-03-2023,West US,Container,74,878,377
21-03-2023,North Europe,VM,92,1208,466
21-03-2023,North Europe,Storage,61,507,496
21-03-2023,North Europe,Container,85,984,284
21-03-2023,Southeast Asia,VM,57,1066,246
21-03-2023,Southeast Asia,Storage,64,737,303
21-03-2023,Southeast Asia,Container,67,1053,467
22-03-2023,East US,VM,51,1274,458
22-03-2023,East US,Storage,76,539,419
22-03-2023,East US,Container,50,1514,207
22-03-2023,West US,VM,86,1427,375
22-03-2023,West US,Storage,92,1112,459
22-03-2023,West US,Container,79,1465,445
22-03-2023,North Europe,VM,68,1043,336
22-03-2023,North Europe,Storage,61,1313,215
22-03-2023,North Europe,Container,50,1074,308
22-03-2023,Southeast Asia,VM,70,1169,468
22-03-2023,Southeast Asia,Storage,83,1783,301
22-03-2023,Southeast Asia,Container,80,746,327
23-03-2023,East US,VM,76,630,395
23-03-2023,East US,Storage,74,1429,353
23-03-2023,East US,Container,54,726,388
23-03-2023,West US,VM,77,764,333
23-03-2023,West US,Storage,68,1900,412
23-03-2023,West US,Container,73,1749,330
23-03-2023,North Europe,VM,61,975,485
23-03-2023,North Europe,Storage,75,1800,355
23-03-2023,North Europe,Container,75,689,362
23-03-2023,Southeast Asia,VM,83,540,274
23-03-2023,Southeast Asia,Storage,72,1699,349
23-03-2023,Southeast Asia,Container,66,1336,307
24-03-2023,East US,VM,60,1361,470
24-03-2023,East US,Storage,76,1430,488
24-03-2023,East US,Container,69,1392,471
24-03-2023,West US,VM,83,1589,447
24-03-2023,West US,Storage,77,1570,400
24-03-2023,West US,Container,69,623,200
24-03-2023,North Europe,VM,57,1354,327
24-03-2023,North Europe,Storage,52,1015,493
24-03-2023,North Europe,Container,64,1714,220
24-03-2023,Southeast Asia,VM,84,1836,316
24-03-2023,Southeast Asia,Storage,95,959,238
24-03-2023,Southeast Asia,Container,58,1344,406
25-03-2023,East US,VM,67,1638,424
25-03-2023,East US,Storage,55,1774,418
25-03-2023,East US,Container,72,1966,290
25-03-2023,West US,VM,83,1387,245
25-03-2023,West US,Storage,87,641,299
25-03-2023,West US,Container,57,1201,234
25-03-2023,North Europe,VM,68,1095,480
25-03-2023,North Europe,Storage,89,1355,469
25-03-2023,North Europe,Container,75,1113,414
25-03-2023,Southeast Asia,VM,71,582,309
25-03-2023,Southeast Asia,Storage,52,1949,474
25-03-2023,Southeast Asia,Container,58,783,372
26-03-2023,East US,VM,56,1586,272
26-03-2023,East US,Storage,68,1442,319
26-03-2023,East US,Container,87,1960,363
26-03-2023,West US,VM,89,964,485
26-03-2023,West US,Storage,58,819,360
26-03-2023,West US,Container,74,1726,426
26-03-2023,North Europe,VM,90,833,421
26-03-2023,North Europe,Storage,90,567,463
26-03-2023,North Europe,Container,51,1650,454
26-03-2023,Southeast Asia,VM,65,976,261
26-03-2023,Southeast Asia,Storage,98,931,357
26-03-2023,Southeast Asia,Container,61,1558,466
27-03-2023,East US,VM,95,1992,454
27-03-2023,East US,Storage,70,1848,475
27-03-2023,East US,Container,86,1512,400
27-03-2023,West US,VM,58,1847,234
27-03-2023,West US,Storage,66,981,415
27-03-2023,West US,Container,81,1588,207
27-03-2023,North Europe,VM,94,842,275
27-03-2023,North Europe,Storage,95,1058,214
27-03-2023,North Europe,Container,90,1158,225
27-03-2023,Southeast Asia,VM,78,905,431
27-03-2023,Southeast Asia,Storage,70,1004,356
27-03-2023,Southeast Asia,Container,53,1978,227
28-03-2023,East US,VM,53,1929,275
28-03-2023,East US,Storage,94,1078,393
28-03-2023,East US,Container,73,1685,456
28-03-2023,West US,VM,57,1610,461
28-03-2023,West US,Storage,71,1072,467
28-03-2023,West US,Container,55,1229,482
28-03-2023,North Europe,VM,57,1990,292
28-03-2023,North Europe,Storage,94,1252,341
28-03-2023,North Europe,Container,84,1955,436
28-03-2023,Southeast Asia,VM,69,1152,388
28-03-2023,Southeast Asia,Storage,87,548,389
28-03-2023,Southeast Asia,Container,57,1054,289
29-03-2023,East US,VM,88,840,444
29-03-2023,East US,Storage,98,1203,305
29-03-2023,East US,Container,92,881,432
29-03-2023,West US,VM,58,1867,236
29-03-2023,West US,Storage,98,1052,216
29-03-2023,West US,Container,73,1318,258
29-03-2023,North Europe,VM,88,682,240
29-03-2023,North Europe,Storage,88,896,391
29-03-2023,North Europe,Container,60,1406,326
29-03-2023,Southeast Asia,VM,95,500,367
29-03-2023,Southeast Asia,Storage,93,518,271
29-03-2023,Southeast Asia,Container,57,1456,308
30-03-2023,East US,VM,61,944,439
30-03-2023,East US,Storage,82,1824,289
30-03-2023,East US,Container,88,1487,449
30-03-2023,West US,VM,54,1019,352
30-03-2023,West US,Storage,76,673,357
30-03-2023,West US,Container,94,930,414
30-03-2023,North Europe,VM,98,1349,345
30-03-2023,North Europe,Storage,51,1847,360
30-03-2023,North Europe,Container,85,1093,346
30-03-2023,Southeast Asia,VM,96,911,283
30-03-2023,Southeast Asia,Storage,98,831,442
30-03-2023,Southeast Asia,Container,64,540,457
31-03-2023,East US,VM,78,604,401
31-03-2023,East US,Storage,51,1789,409
31-03-2023,East US,Container,58,1900,238
31-03-2023,West US,VM,77,1270,283
31-03-2023,West US,Storage,55,1166,316
31-03-2023,West US,Container,51,886,495
31-03-2023,North Europe,VM,51,1604,467
31-03-2023,North Europe,Storage,84,734,412
31-03-2023,North Europe,Container,98,1650,422
31-03-2023,Southeast Asia,VM,74,1802,493
31-03-2023,Southeast Asia,Storage,77,776,306
31-03-2023,Southeast Asia,Container,67,919,298
